id,data,path,class,width,height,xmin,ymin,xmax,ymax,meta
694,TEST,images/491_a_ce_water.png,EMERALD,640,360,218,196,254,229,
695,TEST,images/491_a_ce_water.png,EMERALD,640,360,354,126,402,160,
696,TEST,images/491_a_ce_water.png,COAL,640,360,495,256,542,285,
697,TRAIN,images/492_a_fce_unknown.png,IRON,640,360,291,15,373,87,
698,TRAIN,images/492_a_fce_unknown.png,EMERALD,640,360,292,209,304,229,
699,TRAIN,images/492_a_fce_unknown.png,COAL,640,360,206,108,295,168,
700,TRAIN,images/492_a_fce_unknown.png,COAL,640,360,372,120,401,143,
701,TRAIN,images/492_a_fce_unknown.png,COAL,640,360,340,154,394,188,
702,TRAIN,images/492_a_fce_unknown.png,COAL,640,360,309,183,340,216,
703,TRAIN,images/493_a_fe_water.png,EMERALD,640,360,260,192,294,220,
704,TRAIN,images/493_a_fe_water.png,IRON,640,360,389,159,492,249,
705,TRAIN,images/494_a_q_soulsand.png,QUARTZ,640,360,122,146,289,249,
706,TEST,images/497_a_q_soulsand.png,QUARTZ,640,360,311,61,384,119,
707,VAL,images/498_a_q_crimson.png,QUARTZ,640,360,300,274,339,293,
708,VAL,images/498_a_q_crimson.png,QUARTZ,640,360,480,259,585,306,
709,VAL,images/498_a_q_crimson.png,QUARTZ,640,360,388,307,456,360,
710,VAL,images/498_a_q_crimson.png,QUARTZ,640,360,99,144,113,158,
711,VAL,images/498_a_q_crimson.png,QUARTZ,640,360,411,80,434,89,
712,VAL,images/498_a_q_crimson.png,QUARTZ,640,360,509,54,559,69,
713,VAL,images/499_a_q_basalt.png,QUARTZ,640,360,319,266,365,326,
714,TRAIN,images/49_a_u_unknown.png,COPPER,640,360,68,87,160,131,
715,TRAIN,images/49_a_u_unknown.png,COPPER,640,360,218,54,389,200,
716,VAL,images/4_a_rd_unknown.png,REDSTONE,640,360,77,78,146,139,
717,VAL,images/4_a_rd_unknown.png,DIAMOND,640,360,322,256,368,296,
718,VAL,images/4_a_rd_unknown.png,REDSTONE,640,360,386,196,450,226,
719,VAL,images/4_a_rd_unknown.png,DIAMOND,640,360,376,226,423,239,
720,TEST,images/500_a_n_basalt.png,NETHERGOLD,640,360,85,219,228,308,
721,TRAIN,images/50_a_f_unknown.png,IRON,640,360,175,138,479,285,
722,TRAIN,images/52_a_c_unknown.png,COAL,640,360,38,100,66,126,
723,TRAIN,images/53_a_f_unknown.png,IRON,640,360,292,219,321,244,
724,TRAIN,images/53_a_f_unknown.png,IRON,640,360,272,144,283,154,
725,VAL,images/54_a_c_water.png,COAL,640,360,46,1,454,357,
726,VAL,images/56_a_frl_unknown.png,IRON,640,360,340,21,417,100,
727,VAL,images/56_a_frl_unknown.png,REDSTONE,640,360,269,163,351,211,
728,VAL,images/56_a_frl_unknown.png,LAPIS,640,360,261,217,493,360,
729,TRAIN,images/57_a_r_unknown.png,REDSTONE,640,360,200,162,391,316,
730,TRAIN,images/58_a_ro_mineshaft.png,REDSTONE,640,360,246,227,356,356,
731,TRAIN,images/58_a_ro_mineshaft.png,GOLD,640,360,299,120,325,168,
732,VAL,images/59_a_fu_unknown.png,IRON,640,360,134,237,357,348,
733,VAL,images/59_a_fu_unknown.png,COPPER,640,360,346,95,355,120,
734,TRAIN,images/5_a_od_unknown.png,GOLD,640,360,52,171,84,197,
735,TRAIN,images/5_a_od_unknown.png,DIAMOND,640,360,388,217,413,247,
736,TEST,images/60_a_o_mineshaft.png,GOLD,640,360,265,171,310,195,
737,TRAIN,images/61_a_c_mountain.png,COAL,640,360,343,180,360,201,
738,TRAIN,images/62_a_c_mountain.png,COAL,640,360,380,228,403,248,
739,TRAIN,images/63_a_c_mountain.png,COAL,640,360,326,152,345,175,
740,VAL,images/64_a_f_mountain.png,IRON,640,360,346,163,363,177,
741,VAL,images/64_a_f_mountain.png,IRON,640,360,320,129,345,141,
742,TRAIN,images/65_a_c_mountain.png,COAL,640,360,129,271,235,329,
743,TRAIN,images/65_a_c_mountain.png,COAL,640,360,269,201,380,240,
744,VAL,images/67_a_cfe_unknown.png,IRON,640,360,1,115,168,222,
745,VAL,images/67_a_cfe_unknown.png,EMERALD,640,360,493,63,640,205,
746,VAL,images/67_a_cfe_unknown.png,COAL,640,360,400,160,411,172,
747,VAL,images/68_a_f_unknown.png,IRON,640,360,213,263,316,360,
748,TEST,images/6_a_od_unknown.png,GOLD,640,360,70,203,110,234,
749,TEST,images/6_a_od_unknown.png,DIAMOND,640,360,415,222,447,252,
750,TRAIN,images/70_a_c_unknown.png,COAL,640,360,376,117,564,263,
751,TRAIN,images/70_a_c_unknown.png,COAL,640,360,211,131,240,193,
752,TRAIN,images/71_a_cfe_mountain.png,COAL,640,360,391,11,562,166,
753,TRAIN,images/71_a_cfe_mountain.png,IRON,640,360,284,215,337,276,
754,TRAIN,images/71_a_cfe_mountain.png,IRON,640,360,236,308,280,360,
755,TEST,images/72_a_fo_water.png,IRON,640,360,399,191,438,211,
756,TEST,images/72_a_fo_water.png,GOLD,640,360,413,221,459,234,
757,TRAIN,images/73_a_f_unknown.png,IRON,640,360,341,162,347,176,
758,TEST,images/74_a_d_ancientcity.png,DIAMOND,640,360,356,273,450,316,
759,TRAIN,images/76_a_fu_mineshaft.png,IRON,640,360,293,211,325,224,
760,TRAIN,images/76_a_fu_mineshaft.png,COPPER,640,360,291,197,322,211,
761,TRAIN,images/77_a_u_water.png,COPPER,640,360,283,123,306,157,
762,VAL,images/78_a_cf_mountain.png,IRON,640,360,410,71,468,112,
763,VAL,images/78_a_cf_mountain.png,IRON,640,360,112,62,128,77,
764,VAL,images/78_a_cf_mountain.png,COAL,640,360,82,148,98,163,
765,VAL,images/78_a_cf_mountain.png,COAL,640,360,216,273,245,311,
766,VAL,images/78_a_cf_mountain.png,COAL,640,360,376,244,416,302,
767,VAL,images/78_a_cf_mountain.png,IRON,640,360,222,163,239,181,
768,VAL,images/78_a_cf_mountain.png,IRON,640,360,6,95,29,108,
769,VAL,images/78_a_cf_mountain.png,IRON,640,360,31,126,42,136,
770,VAL,images/78_a_cf_mountain.png,IRON,640,360,320,61,335,74,
771,TRAIN,images/7_a_ord_lushcave.png,REDSTONE,640,360,280,105,296,123,
772,TRAIN,images/7_a_ord_lushcave.png,GOLD,640,360,234,240,244,251,
773,TRAIN,images/7_a_ord_lushcave.png,DIAMOND,640,360,370,163,383,178,
774,TEST,images/80_a_f_trialchamber.png,IRON,640,360,368,36,451,142,
775,TEST,images/80_a_f_trialchamber.png,IRON,640,360,359,212,374,227,
776,TRAIN,images/81_a_f_trialchamber.png,IRON,640,360,322,32,446,103,
777,TRAIN,images/82_a_l_mineshaft.png,LAPIS,640,360,303,207,450,253,
778,TEST,images/85_a_d_stronghold.png,DIAMOND,640,360,291,226,345,280,
779,TRAIN,images/86_a_d_mineshaft.png,DIAMOND,640,360,439,232,466,277,
780,TRAIN,images/87_a_d_ancientcity.png,DIAMOND,640,360,383,198,431,228,
781,TRAIN,images/87_a_d_ancientcity.png,DIAMOND,640,360,301,159,318,169,
782,TRAIN,images/88_a_d_ancientcity.png,DIAMOND,640,360,379,257,458,314,
783,TRAIN,images/89-a-f-ancientcity.png,IRON,640,360,138,217,236,260,
784,TRAIN,images/89-a-f-ancientcity.png,IRON,640,360,277,208,317,235,
785,TRAIN,images/8_a_d_geode.png,DIAMOND,640,360,416,140,472,194,
786,VAL,images/90_a_d_ancientcity.png,DIAMOND,640,360,40,190,74,207,
787,TRAIN,images/91_a_f_ancientcity.png,IRON,640,360,315,305,336,336,
788,TRAIN,images/91_a_f_ancientcity.png,IRON,640,360,302,237,331,262,
789,TRAIN,images/91_a_f_ancientcity.png,IRON,640,360,308,226,326,236,
790,TRAIN,images/91_a_f_ancientcity.png,IRON,640,360,339,226,359,254,
791,TRAIN,images/93_a_r_deepdark.png,REDSTONE,640,360,348,255,451,333,
792,TRAIN,images/93_a_r_deepdark.png,REDSTONE,640,360,308,56,342,103,
793,TRAIN,images/93_a_r_deepdark.png,REDSTONE,640,360,211,84,230,100,
794,TRAIN,images/94_a_r_deepdark.png,REDSTONE,640,360,296,172,305,182,
795,TRAIN,images/95_a_r_deepdark.png,REDSTONE,640,360,261,106,297,148,
796,TRAIN,images/96_a_r_deepdark.png,REDSTONE,640,360,186,91,459,343,
797,TEST,images/98_a_r_deepdark.png,REDSTONE,640,360,234,158,260,177,
798,VAL,images/99_a_r_deepdark.png,REDSTONE,640,360,138,179,173,204,
799,VAL,images/9_a_d_geode.png,DIAMOND,640,360,363,151,399,184,
